customer_id,age,gender,city_tier,income_bracket,acquisition_channel,num_visits,avg_basket_size,discount_pct,category,brand_tier,flash_sale_response,flash_sale_frequency,nps_score,basket_trend,willingness_full_price,repurchase_intent,months_active,premium_loyal
TIRA00505,18,Female,Tier 1,₹6L-12L,Influencer,9,4604.0,6.0,Skincare,Premium,0,3,7.9,4466.0,1,1,19,1
TIRA00506,25,Female,Tier 1,₹25L+,Influencer,9,2561.0,52.0,Skincare,Premium,1,2,5.1,1896.0,0,0,2,0
TIRA00507,49,Female,Tier 2,₹6L-12L,Influencer,5,1904.0,13.2,Luxury Tools,Masstige,0,2,6.7,1779.0,1,0,9,0
TIRA00508,33,Female,Tier 1,₹12L-25L,Paid Ad,7,3226.0,20.0,Haircare,Luxury,0,4,6.8,2903.0,1,0,10,0
TIRA00509,25,Non-binary,Tier 2,₹3L-6L,Influencer,14,2808.0,39.2,Makeup,Premium,1,2,5.7,2257.0,0,0,22,0
TIRA00510,33,Female,Tier 1,₹6L-12L,Paid Ad,9,4162.0,25.4,Luxury Tools,Masstige,0,3,8.0,3634.0,0,1,15,0
TIRA00511,18,Female,Tier 2,₹6L-12L,App,4,4177.0,37.6,Makeup,Premium,1,3,7.1,3392.0,0,1,15,0
TIRA00512,27,Female,Tier 2,₹25L+,Influencer,7,2492.0,16.6,Luxury Tools,Masstige,0,3,5.0,2285.0,1,0,20,0
TIRA00513,30,Female,Tier 2,₹3L-6L,Influencer,7,1472.0,42.1,Skincare,Masstige,1,1,8.0,1162.0,0,1,32,0
TIRA00514,29,Female,Tier 1,₹25L+,App,9,1763.0,28.7,Makeup,Masstige,0,3,7.5,1511.0,0,1,7,0
TIRA00515,36,Female,Tier 2,₹6L-12L,Paid Ad,15,500.0,46.7,Haircare,Luxury,1,1,7.3,383.0,0,1,4,1
TIRA00516,32,Female,Tier 3,₹6L-12L,In-Store,8,2871.0,7.8,Makeup,Masstige,0,3,7.5,2759.0,1,1,19,1
TIRA00517,35,Female,Tier 1,₹6L-12L,App,6,3186.0,28.5,Skincare,Premium,0,1,5.4,2733.0,0,0,30,0
TIRA00518,24,Male,Tier 1,₹3L-6L,Paid Ad,8,1829.0,37.4,Haircare,Premium,1,6,5.2,1486.0,0,0,34,0
TIRA00519,37,Female,Tier 2,₹25L+,App,6,1684.0,16.2,Makeup,Luxury,0,2,9.1,1548.0,1,1,12,1
TIRA00520,43,Female,Tier 1,₹6L-12L,In-Store,14,3181.0,11.0,Skincare,Luxury,0,4,5.9,3006.0,1,0,13,1
TIRA00521,22,Female,Tier 2,₹12L-25L,In-Store,6,2442.0,30.5,Makeup,Luxury,1,0,5.3,2069.0,0,0,30,0
TIRA00522,22,Female,Tier 2,₹12L-25L,Paid Ad,4,2944.0,14.4,Haircare,Premium,0,1,7.0,2732.0,1,0,6,0
TIRA00523,40,Female,Tier 1,₹12L-25L,In-Store,4,2759.0,23.7,Makeup,Premium,0,3,5.7,2433.0,1,0,13,0
TIRA00524,28,Female,Tier 2,₹12L-25L,Influencer,9,3498.0,30.1,Makeup,Luxury,1,2,7.3,2971.0,0,1,17,1
TIRA00525,41,Non-binary,Tier 2,₹25L+,Paid Ad,11,2522.0,5.4,Skincare,Masstige,0,3,8.4,2453.0,1,1,11,0
TIRA00526,26,Female,Tier 1,₹12L-25L,Influencer,4,2614.0,75.1,Skincare,Masstige,1,3,5.4,1632.0,0,0,16,0
TIRA00527,41,Female,Tier 3,₹12L-25L,Word of Mouth,4,942.0,50.0,Fragrance,Luxury,1,2,5.4,706.0,0,0,35,0
TIRA00528,31,Male,Tier 1,₹12L-25L,Paid Ad,10,3140.0,19.6,Fragrance,Masstige,0,3,7.5,2831.0,1,1,33,1
TIRA00529,32,Male,Tier 1,₹12L-25L,In-Store,6,3306.0,28.4,Makeup,Premium,0,3,8.6,2837.0,0,1,14,1
TIRA00530,42,Female,Tier 2,₹6L-12L,Word of Mouth,2,2987.0,12.8,Makeup,Masstige,0,5,6.1,2795.0,1,0,17,0
TIRA00531,27,Female,Tier 1,₹12L-25L,In-Store,12,5494.0,5.5,Skincare,Masstige,0,4,8.9,5342.0,1,1,33,1
TIRA00532,22,Female,Tier 2,₹6L-12L,App,10,3395.0,16.4,Makeup,Luxury,0,3,8.2,3117.0,1,1,9,1
TIRA00533,26,Male,Tier 1,₹12L-25L,App,6,3012.0,15.4,Makeup,Masstige,0,3,7.3,2780.0,1,1,20,1
TIRA00534,33,Female,Tier 1,₹25L+,Influencer,8,3799.0,16.7,Makeup,Premium,0,3,7.5,3481.0,1,1,8,1
TIRA00535,18,Male,Tier 1,₹25L+,App,6,5735.0,48.2,Skincare,Masstige,1,3,6.4,4352.0,0,0,23,0
TIRA00536,35,Female,Tier 2,₹12L-25L,Influencer,9,3503.0,40.9,Skincare,Premium,1,4,5.4,2787.0,0,0,2,0
TIRA00537,25,Male,Tier 2,₹12L-25L,In-Store,8,532.0,14.9,Luxury Tools,Luxury,0,4,5.8,492.0,1,0,8,1
TIRA00538,39,Female,Tier 2,₹12L-25L,In-Store,5,3718.0,3.5,Makeup,Premium,0,5,8.8,3653.0,1,1,26,1
TIRA00539,18,Female,Tier 3,₹6L-12L,App,6,2145.0,57.9,Fragrance,Premium,1,2,4.4,1524.0,0,0,25,0
TIRA00540,23,Female,Tier 2,₹6L-12L,Paid Ad,10,893.0,27.4,Haircare,Premium,0,4,5.8,771.0,0,0,10,0
TIRA00541,18,Female,Tier 2,₹6L-12L,In-Store,6,5237.0,49.5,Fragrance,Masstige,1,3,5.5,3941.0,0,0,8,0
TIRA00542,23,Female,Tier 1,₹3L-6L,App,14,4978.0,64.4,Skincare,Premium,1,2,5.7,3375.0,0,0,28,0
TIRA00543,31,Female,Tier 3,₹25L+,In-Store,11,2114.0,29.7,Skincare,Luxury,0,1,6.3,1800.0,0,0,35,0
TIRA00544,28,Female,Tier 2,₹25L+,In-Store,8,2122.0,17.1,Makeup,Luxury,0,2,6.6,1941.0,1,0,20,1
TIRA00545,27,Female,Tier 3,₹12L-25L,Influencer,7,3392.0,26.9,Makeup,Masstige,0,5,7.9,2937.0,0,1,26,0
TIRA00546,28,Male,Tier 1,₹6L-12L,In-Store,9,2138.0,36.2,Skincare,Luxury,1,1,6.2,1751.0,0,0,25,0
TIRA00547,31,Male,Tier 1,₹12L-25L,App,13,3038.0,23.2,Makeup,Luxury,0,4,6.3,2685.0,1,0,32,0
TIRA00548,21,Female,Tier 2,₹6L-12L,Paid Ad,4,2344.0,14.6,Skincare,Luxury,0,3,7.8,2173.0,1,1,8,1
TIRA00549,35,Female,Tier 1,₹12L-25L,In-Store,8,2720.0,15.7,Skincare,Luxury,0,5,7.4,2507.0,1,1,20,1
TIRA00550,35,Female,Tier 1,₹25L+,App,16,1515.0,11.1,Wellness,Luxury,0,0,7.6,1430.0,1,1,6,1
TIRA00551,33,Male,Tier 3,₹6L-12L,Paid Ad,6,4192.0,80.0,Makeup,Masstige,1,2,5.2,2516.0,0,0,12,0
TIRA00552,34,Female,Tier 1,₹6L-12L,Influencer,9,4645.0,61.1,Skincare,Premium,1,4,5.4,3225.0,0,0,15,0
TIRA00553,32,Female,Tier 1,₹6L-12L,Influencer,9,3080.0,17.7,Skincare,Luxury,0,3,8.1,2808.0,1,1,33,1
TIRA00554,46,Male,Tier 1,₹3L-6L,In-Store,12,3157.0,58.2,Luxury Tools,Premium,1,4,4.2,2238.0,0,0,13,0
TIRA00555,29,Non-binary,Tier 1,₹6L-12L,In-Store,10,3955.0,12.0,Luxury Tools,Premium,0,3,8.8,3718.0,1,1,1,1
TIRA00556,27,Female,Tier 2,₹3L-6L,In-Store,7,3202.0,30.0,Skincare,Premium,1,9,5.9,2721.0,0,0,18,0
TIRA00557,23,Female,Tier 3,₹3L-6L,App,8,5275.0,68.3,Makeup,Masstige,1,2,3.6,3473.0,0,0,15,0
TIRA00558,21,Female,Tier 3,₹6L-12L,App,8,1620.0,58.8,Haircare,Luxury,1,4,4.9,1144.0,0,0,27,0
TIRA00559,20,Male,Tier 2,₹6L-12L,Word of Mouth,7,4233.0,33.5,Skincare,Premium,1,3,6.3,3524.0,0,0,1,0
TIRA00560,22,Female,Tier 2,₹12L-25L,Influencer,8,3063.0,12.9,Makeup,Premium,0,4,6.7,2866.0,1,0,32,1
TIRA00561,29,Female,Tier 1,₹3L-6L,In-Store,7,1855.0,69.0,Skincare,Masstige,1,5,4.3,1215.0,0,0,26,0
TIRA00562,32,Female,Tier 3,₹25L+,App,8,5897.0,13.8,Skincare,Luxury,0,1,8.5,5489.0,1,1,21,1
TIRA00563,30,Female,Tier 1,₹6L-12L,Influencer,8,6062.0,31.8,Makeup,Masstige,1,0,5.9,5098.0,0,0,31,0
TIRA00564,23,Female,Tier 1,₹3L-6L,App,6,2951.0,80.0,Skincare,Luxury,1,6,2.5,1770.0,0,0,8,0
TIRA00565,37,Female,Tier 3,₹3L-6L,App,7,3734.0,32.7,Makeup,Masstige,1,1,6.3,3123.0,0,0,15,0
TIRA00566,35,Male,Tier 3,₹12L-25L,App,9,2635.0,54.8,Skincare,Luxury,1,3,7.9,1913.0,0,1,11,0
TIRA00567,28,Male,Tier 1,₹6L-12L,Influencer,9,2828.0,32.9,Makeup,Premium,1,0,5.6,2362.0,0,0,10,0
TIRA00568,24,Female,Tier 2,₹12L-25L,Influencer,9,1841.0,36.0,Luxury Tools,Luxury,1,4,5.7,1510.0,0,0,32,0
TIRA00569,34,Male,Tier 1,₹3L-6L,App,10,1664.0,40.2,Makeup,Premium,1,2,6.0,1329.0,0,0,32,0
TIRA00570,31,Female,Tier 1,₹25L+,App,11,5413.0,37.7,Makeup,Masstige,1,4,8.0,4394.0,0,1,8,0
TIRA00571,18,Female,Tier 1,₹3L-6L,Influencer,5,3153.0,34.5,Makeup,Masstige,1,4,6.3,2609.0,0,0,9,0
TIRA00572,29,Female,Tier 1,₹6L-12L,Influencer,6,3261.0,32.6,Fragrance,Luxury,1,4,5.7,2730.0,0,0,4,0
TIRA00573,32,Male,Tier 1,₹25L+,Influencer,3,2227.0,40.7,Haircare,Premium,1,5,6.7,1774.0,0,0,6,0
TIRA00574,22,Male,Tier 1,₹6L-12L,App,7,3428.0,58.6,Skincare,Premium,1,2,5.9,2424.0,0,0,33,0
TIRA00575,31,Male,Tier 1,₹6L-12L,Influencer,10,1395.0,38.0,Skincare,Masstige,1,3,7.0,1130.0,0,0,7,0
TIRA00576,18,Male,Tier 1,₹12L-25L,Word of Mouth,8,2272.0,18.8,Makeup,Luxury,0,4,6.2,2058.0,1,0,1,1
TIRA00577,40,Non-binary,Tier 3,₹6L-12L,Influencer,5,1760.0,35.6,Haircare,Premium,1,3,6.0,1447.0,0,0,31,0
TIRA00578,39,Female,Tier 2,₹3L-6L,App,10,4751.0,42.8,Skincare,Premium,1,4,7.4,3735.0,0,1,27,1
TIRA00579,27,Male,Tier 3,₹6L-12L,Influencer,6,1218.0,28.3,Makeup,Premium,0,3,7.3,1045.0,0,1,25,0
TIRA00580,32,Female,Tier 1,₹3L-6L,In-Store,6,1785.0,12.5,Haircare,Premium,0,3,8.3,1674.0,1,1,6,1
TIRA00581,18,Female,Tier 2,₹25L+,App,5,743.0,22.4,Makeup,Premium,0,3,7.0,660.0,1,1,1,0
TIRA00582,20,Female,Tier 2,₹12L-25L,In-Store,5,2132.0,22.4,Haircare,Masstige,0,3,8.2,1894.0,1,1,24,0
TIRA00583,27,Female,Tier 1,₹12L-25L,Word of Mouth,9,2649.0,12.5,Skincare,Luxury,0,2,7.8,2483.0,1,1,20,1
TIRA00584,21,Female,Tier 1,₹6L-12L,In-Store,6,4373.0,17.7,Makeup,Premium,0,1,6.8,3987.0,1,0,7,1
TIRA00585,35,Female,Tier 1,₹12L-25L,Paid Ad,13,2934.0,2.5,Haircare,Premium,0,2,8.6,2896.0,1,1,16,1
TIRA00586,45,Female,Tier 1,₹12L-25L,In-Store,6,2707.0,18.6,Wellness,Premium,0,1,6.4,2455.0,1,0,32,0
TIRA00587,20,Female,Tier 1,₹3L-6L,In-Store,8,3560.0,38.9,Haircare,Premium,1,4,8.0,2868.0,0,1,32,1
TIRA00588,23,Male,Tier 1,₹25L+,App,7,2669.0,19.9,Makeup,Premium,0,5,8.2,2403.0,1,1,2,1
TIRA00589,31,Female,Tier 1,₹12L-25L,Influencer,10,6092.0,21.1,Haircare,Premium,0,1,6.9,5450.0,1,0,2,0
TIRA00590,42,Female,Tier 2,₹12L-25L,App,8,2491.0,70.2,Fragrance,Luxury,1,9,5.0,1616.0,0,0,11,0
TIRA00591,20,Female,Tier 1,₹6L-12L,In-Store,4,3696.0,35.5,Makeup,Masstige,1,4,6.7,3041.0,0,0,27,0
TIRA00592,31,Female,Tier 1,₹3L-6L,App,5,4192.0,37.7,Makeup,Luxury,1,2,6.3,3402.0,0,0,28,0
TIRA00593,44,Female,Tier 2,₹12L-25L,In-Store,10,2456.0,31.0,Skincare,Luxury,1,2,8.1,2076.0,0,1,19,1
TIRA00594,18,Male,Tier 1,₹12L-25L,In-Store,12,3398.0,24.8,Haircare,Luxury,0,2,6.5,2978.0,1,0,20,0
TIRA00595,19,Female,Tier 1,₹6L-12L,App,9,2599.0,22.1,Makeup,Masstige,0,4,5.6,2312.0,1,0,17,0
TIRA00596,26,Female,Tier 1,₹3L-6L,App,7,3529.0,26.7,Skincare,Premium,0,7,6.7,3057.0,0,0,15,0
TIRA00597,25,Male,Tier 1,₹12L-25L,Word of Mouth,8,3321.0,11.5,Makeup,Luxury,0,3,8.3,3130.0,1,1,5,1
TIRA00598,36,Female,Tier 1,₹6L-12L,App,5,3032.0,48.2,Wellness,Luxury,1,3,7.1,2300.0,0,1,16,1
TIRA00599,31,Male,Tier 1,₹6L-12L,In-Store,5,1813.0,15.2,Skincare,Masstige,0,1,7.5,1675.0,1,1,35,1
TIRA00600,18,Female,Tier 1,₹12L-25L,In-Store,9,5436.0,36.2,Makeup,Luxury,1,2,5.9,4452.0,0,0,18,0
TIRA00601,34,Male,Tier 3,₹3L-6L,In-Store,10,3904.0,5.5,Luxury Tools,Luxury,0,1,7.7,3797.0,1,1,21,1
TIRA00602,25,Male,Tier 3,₹3L-6L,Influencer,7,1294.0,36.8,Wellness,Luxury,1,3,5.9,1056.0,0,0,35,0
TIRA00603,40,Male,Tier 1,₹3L-6L,App,6,2696.0,44.5,Skincare,Premium,1,2,3.9,2096.0,0,0,1,0
TIRA00604,24,Female,Tier 1,₹25L+,In-Store,10,1317.0,40.0,Skincare,Premium,1,4,5.5,1053.0,0,0,24,0
TIRA00605,24,Male,Tier 1,₹6L-12L,Influencer,7,4114.0,8.6,Makeup,Premium,0,1,8.2,3938.0,1,1,9,1
TIRA00606,34,Non-binary,Tier 2,₹12L-25L,In-Store,13,3174.0,21.6,Skincare,Premium,0,4,6.9,2831.0,1,0,18,0
TIRA00607,36,Female,Tier 2,₹25L+,Word of Mouth,9,3205.0,43.4,Makeup,Luxury,1,4,6.0,2509.0,0,0,1,0
TIRA00608,33,Male,Tier 1,₹12L-25L,Word of Mouth,2,2189.0,11.4,Makeup,Masstige,0,3,8.7,2065.0,1,1,12,0
TIRA00609,18,Male,Tier 1,₹12L-25L,App,9,2821.0,12.2,Haircare,Masstige,0,4,6.5,2649.0,1,0,19,0
TIRA00610,34,Female,Tier 1,₹12L-25L,In-Store,6,4145.0,15.8,Haircare,Luxury,0,2,6.5,3818.0,1,0,18,1
TIRA00611,21,Male,Tier 3,₹6L-12L,App,3,4467.0,52.2,Fragrance,Premium,1,2,6.2,3301.0,0,0,14,0
TIRA00612,31,Female,Tier 3,₹12L-25L,App,4,4216.0,42.6,Haircare,Masstige,1,1,5.6,3319.0,0,0,33,0
TIRA00613,18,Female,Tier 1,₹25L+,In-Store,6,1337.0,34.3,Makeup,Luxury,1,4,5.9,1108.0,0,0,8,0
TIRA00614,33,Female,Tier 2,₹12L-25L,Influencer,7,2977.0,12.2,Skincare,Luxury,0,2,9.1,2795.0,1,1,8,1
TIRA00615,23,Female,Tier 1,₹6L-12L,In-Store,6,3504.0,7.4,Fragrance,Luxury,0,5,6.6,3374.0,1,0,21,1
TIRA00616,19,Male,Tier 2,₹6L-12L,App,7,2318.0,57.9,Haircare,Premium,1,4,5.0,1647.0,0,0,13,0
TIRA00617,35,Female,Tier 3,₹25L+,App,11,1209.0,22.3,Skincare,Premium,0,6,7.5,1074.0,1,1,10,1
TIRA00618,31,Female,Tier 1,₹3L-6L,Word of Mouth,4,1656.0,7.9,Skincare,Masstige,0,1,7.6,1591.0,1,1,3,0
TIRA00619,25,Female,Tier 1,₹12L-25L,Word of Mouth,10,5000.0,19.2,Haircare,Masstige,0,2,5.9,4521.0,1,0,19,0
TIRA00620,41,Female,Tier 2,₹6L-12L,App,14,1770.0,39.3,Skincare,Masstige,1,4,8.2,1422.0,0,1,23,0
TIRA00621,26,Male,Tier 1,₹12L-25L,Influencer,7,3257.0,39.2,Fragrance,Premium,1,4,5.6,2618.0,0,0,20,0
TIRA00622,30,Male,Tier 2,₹12L-25L,In-Store,7,3012.0,52.6,Skincare,Premium,1,3,5.6,2219.0,0,0,27,0
TIRA00623,32,Female,Tier 1,₹6L-12L,Influencer,8,3015.0,12.0,Makeup,Masstige,0,5,8.0,2835.0,1,1,24,1
TIRA00624,25,Female,Tier 3,₹6L-12L,Influencer,7,2816.0,57.6,Skincare,Luxury,1,3,7.9,2006.0,0,1,23,1
TIRA00625,33,Female,Tier 1,₹12L-25L,Paid Ad,6,4147.0,6.9,Makeup,Luxury,0,5,7.3,4004.0,1,1,11,1
TIRA00626,25,Female,Tier 1,₹6L-12L,App,11,3243.0,6.5,Fragrance,Masstige,0,1,6.8,3137.0,1,0,29,0
TIRA00627,26,Female,Tier 1,₹6L-12L,In-Store,14,2449.0,32.8,Skincare,Luxury,1,5,7.2,2048.0,0,1,32,0
TIRA00628,40,Female,Tier 1,₹12L-25L,Word of Mouth,8,3262.0,27.7,Skincare,Premium,0,2,9.0,2810.0,0,1,27,1
TIRA00629,21,Female,Tier 1,₹6L-12L,App,9,1667.0,49.7,Skincare,Premium,1,1,6.1,1253.0,0,0,4,0
TIRA00630,18,Female,Tier 2,₹12L-25L,App,7,3771.0,11.3,Skincare,Premium,0,6,7.3,3559.0,1,1,35,1
TIRA00631,42,Female,Tier 1,₹3L-6L,Influencer,4,2383.0,77.2,Makeup,Premium,1,0,5.3,1463.0,0,0,20,0
TIRA00632,50,Female,Tier 1,₹6L-12L,Paid Ad,4,2452.0,39.6,Skincare,Masstige,1,0,4.3,1967.0,0,0,16,0
TIRA00633,26,Male,Tier 1,₹25L+,Influencer,6,3816.0,35.6,Makeup,Premium,1,7,6.0,3137.0,0,0,8,0
TIRA00634,18,Male,Tier 1,₹3L-6L,Paid Ad,6,2711.0,11.5,Haircare,Masstige,0,2,5.7,2555.0,1,0,3,0
TIRA00635,27,Female,Tier 3,₹6L-12L,Influencer,10,2779.0,57.5,Fragrance,Masstige,1,4,5.3,1980.0,0,0,30,0
TIRA00636,27,Male,Tier 3,₹12L-25L,App,9,4601.0,74.6,Skincare,Premium,1,6,4.5,2885.0,0,0,19,0
TIRA00637,28,Male,Tier 1,₹25L+,Influencer,9,2032.0,22.3,Fragrance,Masstige,0,5,4.5,1806.0,1,0,33,0
TIRA00638,21,Female,Tier 2,₹12L-25L,Paid Ad,11,3798.0,58.3,Wellness,Premium,1,2,5.8,2690.0,0,0,27,0
TIRA00639,34,Female,Tier 2,₹12L-25L,Paid Ad,8,4339.0,8.1,Makeup,Premium,0,2,8.3,4164.0,1,1,29,1
TIRA00640,34,Female,Tier 3,₹6L-12L,App,7,4600.0,15.6,Haircare,Masstige,0,1,7.2,4242.0,1,1,15,1
TIRA00641,18,Male,Tier 1,₹6L-12L,App,14,5812.0,13.3,Makeup,Luxury,0,2,5.9,5425.0,1,0,14,1
TIRA00642,35,Female,Tier 1,₹25L+,Paid Ad,7,2429.0,7.4,Skincare,Premium,0,5,9.0,2340.0,1,1,16,1
TIRA00643,46,Female,Tier 1,₹25L+,App,10,2158.0,54.0,Wellness,Premium,1,5,7.7,1575.0,0,1,1,0
TIRA00644,31,Female,Tier 3,₹12L-25L,App,8,4181.0,11.4,Luxury Tools,Masstige,0,4,7.9,3943.0,1,1,26,1
TIRA00645,27,Female,Tier 2,₹6L-12L,Paid Ad,7,4328.0,14.5,Skincare,Masstige,0,5,7.1,4015.0,1,1,32,1
TIRA00646,28,Male,Tier 1,₹6L-12L,In-Store,6,2251.0,10.2,Skincare,Luxury,0,2,7.2,2136.0,1,1,1,1
TIRA00647,34,Female,Tier 1,₹3L-6L,In-Store,9,3782.0,65.7,Skincare,Luxury,1,2,5.8,2540.0,0,0,32,0
TIRA00648,18,Male,Tier 2,₹25L+,App,4,6469.0,38.1,Makeup,Premium,1,2,6.6,5237.0,0,0,24,0
TIRA00649,31,Non-binary,Tier 3,₹12L-25L,App,10,3326.0,19.2,Luxury Tools,Premium,0,3,7.7,3006.0,1,1,20,1
TIRA00650,26,Male,Tier 1,₹6L-12L,Paid Ad,3,4308.0,13.0,Skincare,Premium,0,2,7.9,4028.0,1,1,25,1
TIRA00651,44,Female,Tier 2,₹6L-12L,In-Store,9,5092.0,51.5,Makeup,Masstige,1,2,5.2,3780.0,0,0,1,0
TIRA00652,28,Male,Tier 1,₹6L-12L,App,5,6204.0,24.8,Fragrance,Luxury,0,3,6.2,5434.0,1,0,34,0
TIRA00653,43,Female,Tier 1,₹3L-6L,In-Store,10,3495.0,21.1,Makeup,Masstige,0,3,6.9,3126.0,1,0,31,0
TIRA00654,21,Female,Tier 1,₹12L-25L,App,8,4704.0,54.4,Makeup,Masstige,1,1,6.3,3425.0,0,0,26,0
TIRA00655,34,Male,Tier 2,₹12L-25L,App,8,2254.0,4.0,Makeup,Masstige,0,2,6.3,2209.0,1,0,12,0
TIRA00656,32,Female,Tier 3,₹6L-12L,App,6,3230.0,13.2,Skincare,Premium,0,2,7.2,3017.0,1,1,5,1
TIRA00657,23,Female,Tier 1,₹12L-25L,In-Store,6,2664.0,11.7,Makeup,Luxury,0,4,7.5,2508.0,1,1,11,1
TIRA00658,31,Female,Tier 1,₹25L+,App,8,938.0,13.5,Skincare,Premium,0,4,7.0,875.0,1,0,18,0
TIRA00659,39,Male,Tier 1,₹3L-6L,In-Store,9,1276.0,22.1,Haircare,Masstige,0,4,8.5,1135.0,1,1,35,0
TIRA00660,27,Female,Tier 1,₹6L-12L,In-Store,3,3716.0,19.3,Skincare,Masstige,0,3,8.5,3357.0,1,1,15,0
TIRA00661,18,Female,Tier 1,₹6L-12L,In-Store,16,3740.0,51.8,Fragrance,Masstige,1,2,6.3,2772.0,0,0,26,0
TIRA00662,29,Male,Tier 1,₹6L-12L,App,7,1950.0,26.6,Makeup,Premium,0,1,8.7,1691.0,0,1,15,0
TIRA00663,22,Female,Tier 1,₹12L-25L,App,16,5069.0,7.6,Luxury Tools,Premium,0,2,8.6,4876.0,1,1,3,1
TIRA00664,27,Female,Tier 1,₹12L-25L,App,8,1868.0,23.1,Haircare,Masstige,0,3,7.2,1652.0,1,1,28,0
TIRA00665,29,Female,Tier 1,₹6L-12L,In-Store,3,3509.0,11.1,Haircare,Luxury,0,4,7.1,3314.0,1,1,12,1
TIRA00666,18,Non-binary,Tier 2,₹6L-12L,Influencer,5,2702.0,14.6,Skincare,Premium,0,6,7.0,2504.0,1,1,21,1
TIRA00667,18,Female,Tier 1,₹25L+,App,8,3328.0,54.7,Makeup,Luxury,1,5,6.2,2418.0,0,0,12,0
TIRA00668,33,Female,Tier 2,₹6L-12L,Paid Ad,5,4278.0,33.6,Haircare,Premium,1,2,6.3,3559.0,0,0,26,0
TIRA00669,25,Female,Tier 3,₹12L-25L,Influencer,9,4109.0,73.6,Haircare,Premium,1,4,3.5,2598.0,0,0,29,0
TIRA00670,18,Male,Tier 2,₹12L-25L,App,10,4049.0,23.7,Haircare,Masstige,0,1,6.7,3569.0,1,0,27,0
TIRA00671,36,Female,Tier 1,₹12L-25L,App,8,3896.0,5.6,Skincare,Luxury,0,5,8.8,3788.0,1,1,32,1
TIRA00672,32,Female,Tier 1,₹12L-25L,App,8,1673.0,10.4,Skincare,Masstige,0,2,5.0,1586.0,1,0,25,0
TIRA00673,24,Non-binary,Tier 2,₹12L-25L,App,9,4561.0,51.9,Skincare,Premium,1,4,7.3,3377.0,0,1,19,0
TIRA00674,19,Female,Tier 1,₹12L-25L,In-Store,6,1928.0,43.5,Skincare,Premium,1,5,6.8,1508.0,0,0,27,0
TIRA00675,36,Female,Tier 1,₹6L-12L,App,10,3073.0,36.6,Haircare,Premium,1,3,6.3,2510.0,0,0,24,0
TIRA00676,32,Female,Tier 1,₹6L-12L,Paid Ad,4,2778.0,44.0,Makeup,Premium,1,3,6.5,2167.0,0,0,8,0
TIRA00677,49,Male,Tier 1,₹6L-12L,In-Store,7,3620.0,35.0,Makeup,Premium,1,2,7.6,2986.0,0,1,11,0
TIRA00678,33,Female,Tier 1,₹6L-12L,Influencer,10,2618.0,25.9,Skincare,Masstige,0,2,7.0,2280.0,0,0,4,0
TIRA00679,33,Female,Tier 2,₹3L-6L,Paid Ad,6,3010.0,35.1,Haircare,Premium,1,4,7.5,2481.0,0,1,27,1
TIRA00680,28,Female,Tier 1,₹6L-12L,In-Store,9,5143.0,6.4,Skincare,Luxury,0,2,8.6,4978.0,1,1,6,1
TIRA00681,36,Male,Tier 1,₹6L-12L,Word of Mouth,7,1646.0,31.4,Skincare,Masstige,1,4,6.9,1387.0,0,0,4,0
TIRA00682,35,Male,Tier 2,₹3L-6L,Word of Mouth,3,3197.0,23.0,Fragrance,Masstige,0,4,6.0,2829.0,1,0,29,0
TIRA00683,40,Female,Tier 1,₹6L-12L,In-Store,14,1863.0,1.7,Haircare,Luxury,0,2,7.8,1848.0,1,1,2,1
TIRA00684,25,Female,Tier 2,₹12L-25L,App,8,4009.0,21.7,Skincare,Premium,0,5,5.1,3575.0,1,0,34,0
TIRA00685,26,Male,Tier 1,₹12L-25L,In-Store,6,2328.0,30.6,Skincare,Premium,1,2,7.2,1972.0,0,1,8,0
TIRA00686,26,Female,Tier 1,₹12L-25L,App,7,3246.0,27.0,Makeup,Premium,0,2,6.5,2808.0,0,0,33,0
TIRA00687,36,Female,Tier 3,₹12L-25L,In-Store,4,1610.0,80.0,Makeup,Premium,1,2,4.2,966.0,0,0,23,0
TIRA00688,41,Female,Tier 1,₹25L+,In-Store,9,4750.0,38.2,Skincare,Premium,1,2,7.1,3842.0,0,1,1,0
TIRA00689,26,Female,Tier 1,₹12L-25L,In-Store,8,3287.0,47.6,Makeup,Luxury,1,3,4.8,2505.0,0,0,28,0
TIRA00690,26,Female,Tier 3,₹3L-6L,Paid Ad,11,3365.0,80.0,Makeup,Premium,1,4,4.9,2019.0,0,0,35,0
TIRA00691,32,Female,Tier 2,₹25L+,App,7,4195.0,16.1,Makeup,Masstige,0,6,7.0,3857.0,1,1,33,1
TIRA00692,28,Female,Tier 2,₹3L-6L,In-Store,11,1698.0,66.3,Haircare,Premium,1,4,5.2,1135.0,0,0,32,0
TIRA00693,37,Female,Tier 1,₹12L-25L,In-Store,13,2462.0,15.1,Fragrance,Premium,0,3,7.7,2277.0,1,1,9,1
TIRA00694,18,Female,Tier 1,₹12L-25L,Paid Ad,6,3404.0,13.7,Skincare,Premium,0,3,9.3,3170.0,1,1,7,1
TIRA00695,23,Female,Tier 2,₹6L-12L,Influencer,9,1086.0,31.0,Skincare,Premium,1,5,7.2,917.0,0,1,11,0
TIRA00696,23,Female,Tier 1,₹12L-25L,App,5,1214.0,25.9,Skincare,Luxury,0,5,8.3,1057.0,0,1,20,1
